"pathway","human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-427359",45,20,21,9,8,5,4,5,5,5,4,5,4,4
"R-HSA-427389",48,25,26,15,10,5,5,4,4,4,4,3,3,3
"R-HSA-427413",80,51,52,38,28,28,28,7,6,6,6,5,5,5
"R-HSA-427589",5,3,3,3,1,0,0,2,2,2,2,1,0,0
"R-HSA-427601",19,9,9,8,5,2,2,6,6,6,6,4,2,2
"R-HSA-427652",7,5,5,5,3,1,0,3,3,3,3,2,1,0
"R-HSA-427975",9,4,4,3,1,1,1,2,2,2,2,1,1,1
"R-HSA-428157",158,82,82,83,45,39,15,64,61,61,61,44,41,19
"R-HSA-428359",13,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-428540",15,9,10,8,5,5,3,4,4,4,4,4,4,3
"R-HSA-428542",12,1,3,3,1,1,0,5,2,3,3,1,1,0
"R-HSA-428543",12,4,6,6,2,3,1,4,2,4,4,4,4,1
"R-HSA-428559",6,2,2,1,1,2,0,2,2,2,1,1,2,0
"R-HSA-428643",25,9,10,10,7,6,1,9,8,9,9,7,7,2
"R-HSA-428890",10,4,5,5,3,2,1,4,4,4,4,4,4,1
"R-HSA-428930",29,23,24,22,7,8,3,8,8,8,7,7,7,6
"R-HSA-429593",7,2,3,3,1,0,1,3,2,3,3,1,0,1
"R-HSA-429914",65,55,55,53,41,38,35,10,10,10,9,10,10,9
"R-HSA-429947",28,24,24,23,11,9,7,4,4,4,4,4,4,4
"R-HSA-429958",24,16,16,15,16,15,15,3,3,3,2,3,3,2
"R-HSA-430039",21,15,15,15,14,14,13,3,3,3,3,3,3,3
"R-HSA-430116",12,7,8,7,2,1,0,7,6,6,6,5,1,0
"R-HSA-432030",3,2,2,2,2,0,1,2,2,2,2,2,0,1
"R-HSA-432040",52,41,42,41,11,20,1,15,14,14,14,9,12,3
"R-HSA-432047",21,10,10,10,5,4,2,8,6,6,6,6,2,6
"R-HSA-432142",23,13,14,12,4,2,3,9,9,9,9,5,2,2
"R-HSA-432720",43,33,33,31,15,17,11,8,8,8,8,6,6,6
"R-HSA-432722",61,47,50,42,23,26,11,7,7,7,7,6,6,6
"R-HSA-433137",9,5,5,5,2,2,0,5,5,5,5,2,2,0
"R-HSA-433692",12,6,6,6,0,0,0,2,2,2,2,0,0,0
"R-HSA-4341670",8,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-434313",9,2,2,2,2,0,2,2,1,1,1,1,0,1
"R-HSA-434316",19,8,8,7,2,3,1,5,5,5,5,4,4,4
"R-HSA-435354",18,12,12,8,8,6,4,13,8,8,7,7,5,4
"R-HSA-435368",8,4,4,4,3,1,2,7,4,4,4,3,1,2
"R-HSA-437239",55,30,30,23,11,17,8,14,13,13,13,13,13,8
"R-HSA-438064",96,58,59,53,24,31,11,39,37,37,29,35,37,11
"R-HSA-438066",27,18,18,17,8,10,0,5,5,5,5,5,5,0
"R-HSA-4411364",10,4,4,4,2,2,0,4,4,4,4,4,4,0
"R-HSA-4419969",23,10,10,8,6,5,1,6,5,5,5,4,4,2
"R-HSA-4420097",126,83,84,78,35,39,15,79,74,74,71,50,50,33
"R-HSA-4420332",21,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-442380",11,8,8,4,5,5,2,6,4,4,3,4,4,2
"R-HSA-442660",50,19,19,16,3,10,0,15,14,14,12,3,7,0
"R-HSA-442720",17,10,10,9,5,8,0,6,6,6,6,6,6,0
"R-HSA-442729",11,6,6,4,3,4,1,10,10,10,6,8,10,2
"R-HSA-442742",39,20,21,20,9,8,2,7,6,6,6,6,6,3
"R-HSA-442755",113,67,68,62,29,37,11,71,69,69,61,67,69,14
"R-HSA-442982",27,13,14,13,5,5,0,2,2,2,2,2,2,0
"R-HSA-444209",29,5,5,2,1,0,0,5,5,5,2,1,0,0
"R-HSA-444257",11,6,6,6,3,2,2,4,3,3,3,3,3,3
"R-HSA-444411",5,3,3,3,1,1,0,5,5,5,5,2,2,0
"R-HSA-444473",11,5,5,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-444821",8,6,8,7,1,3,0,4,4,4,4,1,2,0
"R-HSA-445095",33,26,27,20,5,8,0,4,4,4,4,2,4,0
"R-HSA-445144",25,16,16,16,4,4,3,11,8,8,8,3,3,2
"R-HSA-445355",49,23,27,22,11,8,1,11,9,9,7,9,7,1
"R-HSA-445717",68,48,49,48,16,22,3,25,22,22,22,17,14,10
"R-HSA-445989",39,16,17,14,2,5,2,5,5,5,5,2,5,2
"R-HSA-446107",11,9,10,4,4,4,0,6,6,6,6,6,6,0
"R-HSA-446193",159,71,72,68,36,39,21,63,50,51,51,35,37,22
"R-HSA-446199",24,6,6,6,5,5,6,6,5,5,5,4,4,5
"R-HSA-446203",421,253,259,239,144,157,89,144,119,121,120,91,98,62
"R-HSA-446205",11,3,3,3,2,2,2,3,2,2,2,2,2,2
"R-HSA-446210",29,8,8,8,7,7,4,7,7,7,7,6,6,4
"R-HSA-446219",131,61,61,57,25,28,13,49,40,40,40,24,26,12
"R-HSA-446343",4,3,3,3,1,1,0,2,2,2,2,1,1,0
"R-HSA-446353",19,17,17,16,11,12,0,10,10,10,10,8,9,0
"R-HSA-446388",8,7,7,7,5,6,0,5,5,5,5,3,4,0
"R-HSA-446652",167,105,108,87,47,55,43,80,65,65,60,29,37,24
"R-HSA-446728",94,62,65,53,19,22,0,37,34,35,35,19,20,0
"R-HSA-447038",7,5,5,6,1,2,0,4,3,3,4,1,2,0
"R-HSA-447041",10,7,7,7,1,2,1,5,4,4,4,1,2,1
"R-HSA-447043",9,3,3,4,1,3,0,7,7,7,7,7,7,0
"R-HSA-447115",96,42,42,34,23,16,10,114,93,110,103,33,23,14
"R-HSA-448424",77,45,47,42,20,18,10,35,29,29,29,23,21,10
"R-HSA-448706",12,4,5,3,0,1,0,5,5,5,3,0,1,0
"R-HSA-449147",643,327,332,269,113,113,67,493,422,439,421,134,139,52
"R-HSA-449836",24,18,17,17,4,6,1,17,17,17,17,3,6,1
"R-HSA-450282",35,20,20,19,8,8,5,16,14,14,14,12,12,4
"R-HSA-450294",69,45,47,42,20,18,10,32,29,29,29,23,21,10
"R-HSA-450302",27,12,13,11,5,4,1,5,5,5,5,5,3,1
"R-HSA-450321",26,12,13,12,5,4,2,3,2,2,2,2,2,1
"R-HSA-450341",12,4,4,4,3,3,2,5,4,4,4,4,4,2
"R-HSA-450385",19,15,15,15,13,11,13,6,4,4,4,3,1,3
"R-HSA-450408",56,51,51,48,40,45,36,4,3,3,3,3,3,3
"R-HSA-450513",19,16,16,16,13,13,14,4,4,4,4,3,4,4
"R-HSA-450520",12,6,7,6,1,4,1,7,5,5,5,2,4,2
"R-HSA-450531",93,77,78,74,58,63,52,26,19,19,19,14,14,13
"R-HSA-450604",20,14,14,14,14,11,11,5,3,3,3,3,2,1
"R-HSA-451306",14,10,10,9,4,5,0,4,4,4,4,4,2,0
"R-HSA-451307",5,1,1,1,1,0,0,2,2,2,2,2,0,0
"R-HSA-451308",13,10,10,9,4,5,0,2,2,2,2,2,2,0
"R-HSA-451326",34,29,30,27,8,11,1,6,6,6,6,5,4,1
"R-HSA-451927",47,34,35,25,6,6,2,59,50,50,49,8,10,2
"R-HSA-452723",45,5,5,4,3,3,0,35,30,30,30,30,30,0
"R-HSA-453274",214,168,172,150,73,91,56,80,69,69,67,58,56,47
"R-HSA-453276",92,77,78,74,57,64,52,40,39,39,39,39,39,39
"R-HSA-453279",173,121,124,115,86,96,69,99,97,97,96,88,92,62
"R-HSA-4549349",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4549356",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4549380",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4551295",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4551638",62,47,48,42,15,38,5,15,15,15,15,15,15,15
"R-HSA-456926",35,30,31,30,9,10,3,15,15,15,15,14,13,6
"R-HSA-4570464",51,38,39,34,10,33,3,4,4,4,4,4,4,4
"R-HSA-4570571",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4608870",66,59,59,56,41,46,33,7,7,7,7,5,5,1
"R-HSA-4615885",50,36,38,36,14,32,9,8,8,8,8,8,8,8
"R-HSA-4641257",57,51,52,49,38,44,34,8,8,8,8,8,8,6
"R-HSA-4641258",57,53,53,51,40,43,34,7,7,7,7,6,6,4
"R-HSA-4641262",33,22,23,19,11,10,3,7,7,7,7,7,7,7
"R-HSA-4641263",22,14,15,10,3,5,0,6,6,6,6,4,4,0
"R-HSA-4641265",16,4,4,3,2,1,0,7,5,5,5,5,5,0
"R-HSA-4655427",16,14,14,11,1,7,1,3,3,3,3,3,3,3
"R-HSA-4687000",6,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-4717374",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4719360",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4719377",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4720454",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-4720475",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4720489",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4724289",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4724325",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4755510",11,8,8,8,2,4,3,5,5,5,5,5,5,5
"R-HSA-4755579",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4755583",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4755609",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4791275",37,0,0,0,0,0,0,16,0,0,0,0,0,0
"R-HSA-4793950",4,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-4793952",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4793953",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4793954",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-480985",9,2,2,2,2,2,1,3,2,2,2,2,2,1
"R-HSA-4839726",256,166,180,141,57,71,47,85,84,84,78,59,50,54
"R-HSA-4839735",15,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-4839743",16,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-4839744",14,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-4839748",15,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-499943",81,24,26,27,14,15,10,33,28,30,30,22,24,18
"R-HSA-500657",23,20,21,19,4,7,1,2,2,2,2,1,2,1
"R-HSA-500753",24,3,3,3,3,3,1,6,6,6,6,6,6,3
"R-HSA-500792",602,392,405,343,42,45,1,185,179,180,163,31,40,1
"R-HSA-5083625",20,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083627",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083628",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083629",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083630",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083632",21,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083633",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083635",39,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5083636",20,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5099900",20,15,15,13,7,9,6,5,5,5,5,5,5,3
"R-HSA-512988",50,32,32,23,10,11,1,38,34,34,29,16,18,1
"R-HSA-5140745",13,13,13,12,6,6,5,2,2,2,2,2,2,1
"R-HSA-5173105",132,99,105,80,30,29,0,28,28,28,19,8,12,0
"R-HSA-5173214",41,37,39,32,9,12,0,2,2,2,2,2,2,0
"R-HSA-5205647",31,20,21,21,11,13,7,15,13,13,13,13,12,8
"R-HSA-5205685",22,16,17,17,8,10,4,8,8,8,8,8,8,3
"R-HSA-5210891",22,0,0,0,0,0,0,20,0,0,0,0,0,0
"R-HSA-5213460",46,23,23,21,3,11,2,34,24,24,18,5,13,2
"R-HSA-5218859",77,43,43,37,11,18,7,57,40,40,33,7,19,4
"R-HSA-5218900",14,7,7,7,0,1,0,3,3,3,3,0,2,0
"R-HSA-5218920",44,23,23,20,13,13,9,15,15,15,15,15,15,12
"R-HSA-5218921",31,12,12,11,5,8,4,12,9,9,8,7,9,3
"R-HSA-5221030",13,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5223345",36,25,25,19,7,6,6,13,12,12,11,6,6,6
"R-HSA-5250913",80,51,53,41,27,23,20,7,7,7,7,6,6,6
"R-HSA-5250924",62,38,40,29,20,20,17,3,3,3,3,3,3,3
"R-HSA-5250941",89,55,56,41,31,30,29,12,11,11,10,10,9,9
"R-HSA-5250955",9,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250958",11,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250968",12,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250971",7,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250981",9,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250982",6,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250989",7,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5250992",8,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-525793",32,22,24,25,9,11,3,14,14,14,14,11,11,8
"R-HSA-5260271",42,0,0,0,0,0,0,15,0,0,0,0,0,0
"R-HSA-5263617",9,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-532668",57,19,18,18,15,15,10,18,9,9,9,9,9,5
"R-HSA-5334118",36,13,14,4,3,2,2,7,7,7,7,7,7,7
"R-HSA-5336415",10,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5339562",60,0,0,0,0,0,0,66,0,0,0,0,0,0
"R-HSA-5339700",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5339716",15,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5339717",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5340573",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5340588",8,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5357609",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5357769",32,11,12,11,1,3,0,17,16,16,16,2,14,0
"R-HSA-5357786",14,12,12,12,1,3,0,3,3,3,3,1,2,0
"R-HSA-5357801",238,168,170,149,71,84,49,197,172,172,163,44,110,19
"R-HSA-5357905",41,30,30,28,3,9,0,17,17,17,17,4,10,0
"R-HSA-5357956",30,23,23,21,2,6,0,5,5,5,5,4,5,0
"R-HSA-5358346",72,59,58,55,41,47,37,15,12,12,12,7,11,5
"R-HSA-5358351",168,134,134,121,74,94,42,82,68,68,66,51,61,19
"R-HSA-5358493",15,6,6,5,5,5,5,4,3,3,2,3,3,3
"R-HSA-5358508",23,13,13,13,10,10,10,17,17,17,17,17,17,17
"R-HSA-5358565",22,12,12,12,10,10,9,10,10,10,10,10,10,10
"R-HSA-5358606",22,12,12,12,9,9,9,9,9,9,9,9,9,9
"R-HSA-5358747",16,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5358749",16,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5358751",16,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5358752",16,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5362517",71,39,40,34,19,15,7,21,21,21,17,12,10,4
"R-HSA-5362768",61,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-5362798",8,3,3,3,0,1,0,5,3,3,3,0,2,0
"R-HSA-5365859",39,19,20,15,9,6,3,11,11,11,9,6,4,3
"R-HSA-5368286",96,83,85,84,76,81,0,4,3,3,3,3,3,0
"R-HSA-5368287",102,87,89,88,80,85,0,17,13,13,13,13,13,0
"R-HSA-5368598",5,2,2,2,1,0,0,2,2,2,2,2,0,0
"R-HSA-5387390",64,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-5389840",94,84,86,85,77,82,0,8,5,5,5,5,5,0
"R-HSA-5419276",94,86,88,87,79,84,0,5,5,5,5,5,5,0
"R-HSA-5423599",5,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-5423646",49,16,16,15,3,7,1,18,10,10,9,2,4,1
"R-HSA-5467333",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5467337",14,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5467340",14,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5467343",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5467345",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5467348",14,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-549127",36,6,9,6,5,7,0,9,8,9,8,7,8,0
"R-HSA-549132",48,10,13,9,6,11,0,12,11,12,10,8,11,0
"R-HSA-5545483",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5545619",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-556833",1437,592,624,550,272,264,120,947,739,738,671,437,425,237
"R-HSA-5576886",20,18,18,17,9,5,1,2,2,2,2,2,2,1
"R-HSA-5576890",9,7,7,3,0,0,0,2,2,2,2,0,0,0
"R-HSA-5576891",138,112,116,101,31,23,5,27,27,27,27,16,17,4
"R-HSA-5576892",34,29,29,22,6,5,0,2,2,2,2,2,2,0
"R-HSA-5576893",17,14,14,10,4,3,0,2,2,2,2,1,1,0
"R-HSA-5576894",8,6,7,7,4,3,0,1,1,1,1,1,1,0
"R-HSA-5578749",81,52,54,42,24,40,15,5,5,5,5,5,5,2
"R-HSA-5578768",13,9,11,11,4,3,2,4,4,4,4,1,1,1
"R-HSA-5578775",64,45,46,42,10,9,2,16,16,16,16,10,11,2
"R-HSA-5578995",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5578996",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5578997",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5578998",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5578999",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579000",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579002",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5579004",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579005",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579006",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579007",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579009",7,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-5579010",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579011",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579012",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579013",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579014",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579015",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579016",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5579017",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579019",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579020",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579021",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579022",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579024",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579026",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579027",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579028",7,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-5579029",86,0,0,0,0,0,0,38,0,0,0,0,0,0
"R-HSA-5579030",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579031",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5579032",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5601884",31,14,14,14,11,12,12,15,9,9,9,1,2,2
"R-HSA-5602358",42,0,0,0,0,0,0,15,0,0,0,0,0,0
"R-HSA-5602410",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5602415",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5602498",26,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5602566",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5602571",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5602636",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5602680",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5603027",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5603029",8,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5603037",5,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5603041",27,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5607761",66,54,54,51,39,47,37,9,8,8,8,3,8,3
"R-HSA-5607763",18,10,10,8,4,7,2,6,6,6,5,6,6,3
"R-HSA-5607764",120,83,85,75,46,59,41,45,37,37,31,14,23,11
"R-HSA-5609974",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5609975",44,0,0,0,0,0,0,16,0,0,0,0,0,0
"R-HSA-5609976",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5609977",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5609978",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-561048",12,4,4,3,1,4,0,3,3,3,2,1,3,0
"R-HSA-5610780",62,55,55,53,41,47,36,6,6,6,6,6,6,3
"R-HSA-5610783",62,55,55,53,42,49,37,5,5,5,5,5,5,3
"R-HSA-5610785",62,55,55,53,42,48,37,5,5,5,5,5,5,3
"R-HSA-5610787",124,103,104,94,63,78,37,32,27,27,27,25,26,9
"R-HSA-5617472",116,45,50,38,27,27,18,43,31,31,31,31,31,31
"R-HSA-5617833",208,174,182,150,75,86,24,50,42,50,50,50,41,27
"R-HSA-5619035",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619036",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619037",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619039",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619040",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619041",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619042",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619043",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619044",14,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619045",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619046",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619047",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619048",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619049",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619050",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619052",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619053",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619054",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619055",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619056",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619058",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619060",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619061",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619062",7,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619063",8,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619066",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619067",7,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619068",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619070",7,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619071",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619072",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619073",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619076",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619077",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619078",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619079",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619081",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619083",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619084",98,0,0,0,0,0,0,22,0,0,0,0,0,0
"R-HSA-5619085",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619087",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619088",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619089",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619092",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619094",16,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619095",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619096",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619097",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619098",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619099",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619101",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619102",183,0,0,0,0,0,0,65,0,0,0,0,0,0
"R-HSA-5619104",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619107",36,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619108",10,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619109",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619110",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619111",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619113",6,0,0,0,0,0,0,1,0,0,0,0,0,0
